Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender,Asset_Category
Dr. Paladugu Chandramouli,LSP,0,Graduate Professional,69,6418000,Rajahmundry,45000,0,M,10L-1Cr
M Murali Mohan,TDP,0,12th Pass,68,140109874,Rajahmundry,3554215,0,M,>1Cr
M Papi Reddy,Trilinga Praja Pragati Party,1,10th Pass,29,0,Rajahmundry,0,0,M,
Meda Srinivas,RPC(S),8,Post Graduate,29,5124000,Rajahmundry,48000,0,M,10L-1Cr
U V Krishnam Raju,PRAP,0,Null,69,86260434,Rajahmundry,21428701,0,M,>1Cr
V Koteswara Rao,BSP,0,Graduate Professional,43,3147000,Rajahmundry,0,0,M,10L-1Cr
Annayyagari Sai Prathap,INC,0,12th Pass,64,6233245,Rajampet,605031,1,M,10L-1Cr
Adi Narayana Reddy .V,BSSP,0,Graduate Professional,40,4379300,Rajampet,1140000,0,M,10L-1Cr
Allapureddy. Harinatha Reddy,BJP,0,Graduate Professional,69,120228299,Rajampet,3490666,0,M,>1Cr
D.A. Srinivas,PRAP,1,Graduate Professional,36,670119543,Rajampet,375816032,0,M,>1Cr
Dr. Arava. Venkata Subba Reddy,PPOI,0,Null,38,9349125,Rajampet,3288000,0,M,10L-1Cr
Nageswara Rao Edagottu,LSP,0,Graduate Professional,38,543030,Rajampet,13000,0,M,1L-10L
Ramesh Kumar Reddy Reddappagari,TDP,0,Post Graduate,44,21688385,Rajampet,3679156,0,M,>1Cr
Shaik Ameen Peeran,ANC,0,Graduate Professional,39,140000,Rajampet,40000,0,M,1L-10L
Sunkara Sreenivas,BSP,0,Graduate Professional,42,21329775,Rajampet,0,0,M,>1Cr
Anjan Kumar Yadav,INC,0,12th Pass,47,20620697,Secunderabad,1500000,1,M,>1Cr
Abdus Sattar Mujahed,MUL,0,Graduate,41,1139000,Secunderabad,0,0,M,10L-1Cr
B. Dattatreya,BJP,0,Graduate,61,79280671,Secunderabad,750000,0,M,>1Cr
C.V.L Narasimha Rao,LSP,0,Graduate Professional,54,3370000,Secunderabad,150000,0,M,10L-1Cr
Dr. D. Sravan Kumar,PRAP,0,Doctorate,41,5896000,Secunderabad,65313,0,M,10L-1Cr
Indad Jah,ANC,0,Null,64,25000,Secunderabad,0,0,M,<1L
M. Venkatesh,BSP,0,12th Pass,32,2470000,Secunderabad,745000,0,M,10L-1Cr
Md. Ali,TRS,0,Graduate,55,13105000,Secunderabad,460990,0,M,>1Cr
Md. Osman Qureshee,Ajeya Bharat Party,0,5th Pass,35,3050000,Secunderabad,0,0,M,10L-1Cr
P.Damodar Reddy,PPOI,0,10th Pass,49,10595000,Secunderabad,0,0,M,>1Cr
Polishetty Ram Mohan,Samata Party,0,Graduate Professional,57,160000,Secunderabad,0,0,M,1L-10L
S.Devaiah,TNPP,0,Graduate,59,1988000,Secunderabad,0,0,M,10L-1Cr
Shiraz Khan,UWF,0,12th Pass,39,85000,Secunderabad,110000,0,F,<1L
Srinivasa Sudhish Rambhotla,TDP,0,Graduate Professional,40,178833380,Secunderabad,0,0,M,>1Cr
K. Krupa Rani,INC,0,Graduate Professional,47,18491160,Srikakulam,2642781,1,F,>1Cr
D. Ravindra Babu,BJP,0,Post Graduate,38,8873562,Srikakulam,1768484,0,M,10L-1Cr
K. Yerran Naidu,TDP,0,Graduate Professional,51,6721697,Srikakulam,0,0,M,10L-1Cr
Nanda Prasada Rao,PPOI,0,Post Graduate,37,660000,Srikakulam,0,0,M,1L-10L
T Sudhakar Rao,BSP,0,Post Graduate,57,423273,Srikakulam,0,0,M,1L-10L
V. Kalyani,PRAP,0,Post Graduate,29,3300000,Srikakulam,1800000,0,F,10L-1Cr
Chinta Mohan,INC,0,Graduate Professional,54,5512900,Tirupati,557719,1,M,10L-1Cr
Degala Suryanarayana,PPOI,0,Others,34,20000,Tirupati,0,0,M,<1L
Dhanasekhar Gundluru,RPI(A),0,12th Pass,41,64000,Tirupati,0,0,M,<1L
J Venkateshwarlu,LSP,0,10th Pass,43,1748251,Tirupati,850000,0,M,10L-1Cr
N Venkataswamy,BJP,0,Doctorate,77,18030000,Tirupati,0,0,M,>1Cr
V Varaprasada Rao,PRAP,0,Doctorate,55,25242856,Tirupati,0,0,M,>1Cr
Varla Ramaiah,TDP,1,Graduate Professional,58,5308816,Tirupati,300000,0,M,10L-1Cr
L Rajagopal,INC,0,Graduate Professional,45,1222964909,Vijayawada,23967984,1,M,>1Cr
Chanamolu Rajiv,PRAP,3,Graduate Professional,43,14543149,Vijayawada,0,0,M,>1Cr
D Kishore Kumar,LSP,0,Others,59,25256150,Vijayawada,0,0,M,>1Cr
Raghava Rao Jakka,PPOI,0,5th Pass,60,56190000,Vijayawada,0,0,M,>1Cr
V Vamsi Mohan,TDP,2,Post Graduate,38,344978721,Vijayawada,1980716,0,M,>1Cr
D. Purandareshwari,INC,0,Graduate,49,202639034,Visakhapatnam,560000,1,F,>1Cr
Bethala Kegiya Rani,BSP(AP),0,5th Pass,26,0,Visakhapatnam,0,0,F,
D Bharathi,PPOI,0,Graduate,53,3140000,Visakhapatnam,300000,0,F,10L-1Cr
D V Ramana,TNPP,0,Null,37,0,Visakhapatnam,0,0,M,
D.V. Subba Rao,BJP,0,Graduate Professional,76,25660000,Visakhapatnam,0,0,M,>1Cr
I M Ahmed,BSP,0,Graduate Professional,41,5793700,Visakhapatnam,0,0,M,10L-1Cr
M.T. Venkateshwara Rao,LSP,0,Graduate Professional,42,11361400,Visakhapatnam,2000000,0,M,>1Cr
Ramesh Lanka,BSSP,0,Null,49,9270000,Visakhapatnam,0,0,M,10L-1Cr
B. Jhansi,INC,1,Post Graduate,45,22951539,Vizianagaram,0,0,M,>1Cr
Dutla Satya Appala Sivananda Raju,LSP,0,Null,34,1175000,Vizianagaram,0,0,F,10L-1Cr
G Chinnam Naidu,BSP,0,Post Graduate,56,5298500,Vizianagaram,10228229,0,M,10L-1Cr
K. Appala Naidu,TDP,2,Graduate Professional,41,33288500,Vizianagaram,9155485,0,M,>1Cr
K. Ganapathi Rao,PRAP,0,Graduate Professional,52,35000821,Vizianagaram,9200000,0,M,>1Cr
L K Jain,PPOI,0,10th Pass,60,336000,Vizianagaram,2500000,0,M,1L-10L
P. Sanyasi Raju,BJP,0,Graduate Professional,51,63989000,Vizianagaram,6863993,0,M,>1Cr
R Venkata Sathyanarayana,BSSP,0,12th Pass,28,50000,Vizianagaram,0,0,M,<1L
Rajaiah Siricilla,INC,0,Graduate,55,4224704,Warangal,1461167,1,M,10L-1Cr
Ballepu Venkat Narsinga Rao,LSP,0,Graduate,37,548200,Warangal,0,0,M,1L-10L
Dommati Sambaiah,TDP,4,Graduate,45,2840000,Warangal,700000,0,M,10L-1Cr
Dr. Chandragiri Rajamouli,PRAP,0,Graduate Professional,49,14160000,Warangal,2285000,0,M,>1Cr
Ontela Mondaiah,PPOI,0,Post Graduate,58,200000,Warangal,0,0,M,1L-10L
P.Lalaiah,BSP,0,Post Graduate,65,2352327,Warangal,0,0,M,10L-1Cr
Ramagalla Parameshwar,TRS,0,Graduate Professional,55,2335000,Warangal,450000,0,M,10L-1Cr
Vonteri Jaipal,BJP,0,Post Graduate,63,1950000,Warangal,0,0,M,10L-1Cr
Suresh Kumar Shetkar,INC,0,Graduate,46,3011999,Zahirabad,0,1,M,10L-1Cr
Baganna,BJP,0,Others,66,1673500,Zahirabad,0,0,M,10L-1Cr
Benjamin Raju,IJP,0,Post Graduate,39,200000,Zahirabad,0,0,M,1L-10L
M. Ravindra Reddy,LSP,0,Post Graduate,39,1290000,Zahirabad,0,0,M,10L-1Cr
M. Shiva Kumar,PRAP,2,5th Pass,43,29424500,Zahirabad,500734,0,M,>1Cr
M.Vishnu Mudiraj,BSP,0,10th Pass,35,1705000,Zahirabad,1400000,0,M,10L-1Cr
Syed Yousuf Ali,TRS,1,12th Pass,54,32900000,Zahirabad,0,0,M,>1Cr
Ninong Ering,INC,0,Graduate,50,104320000,Arunachal East,1251784,1,M,>1Cr
Dr. Samson Borang,PPA,0,Graduate,33,2474000,Arunachal East,0,0,M,10L-1Cr
Lowangcha Wanglat,Arunachal Congress,0,Graduate,66,26760000,Arunachal East,0,0,M,>1Cr
Tapir Gao,BJP,0,Post Graduate,48,18520000,Arunachal East,0,0,M,>1Cr
Takam Sanjoy,INC,0,Graduate,42,24137021,Arunachal West,0,1,M,>1Cr
Kiren Rijiju,BJP,0,Graduate Professional,37,8295139,Arunachal West,9500,0,M,10L-1Cr
Taba Taku,LB,0,Graduate,25,10000,Arunachal West,0,0,M,<1L
Biren Singh Engti,INC,0,Post Graduate,69,25297068,Autonomous District,0,1,M,>1Cr
Dr. Jayanta Rongpi,CPI(ML)(L),0,Post Graduate,54,3306831,Autonomous District,0,0,M,10L-1Cr
Elwin Teron,Autonomous State Demand Committee,0,Post Graduate,48,828169,Autonomous District,0,0,M,1L-10L
Hiddhinath Rongpi,NCP,0,Graduate,45,1617930,Autonomous District,0,0,M,10L-1Cr
Kulendra Daulagupu,BJP,1,Post Graduate,36,1682919,Autonomous District,0,0,M,10L-1Cr
Ismail Hussain,INC,0,Post Graduate,55,9931726,Barpeta,0,1,M,10L-1Cr
Abdul Kaddus,SP,0,10th Pass,35,199000,Barpeta,0,0,M,1L-10L
Abdus Samad Ahmed,AUDF,2,Post Graduate,41,1641461,Barpeta,0,0,M,10L-1Cr
Abu Chand Mahmmad,RPI(A),0,Others,63,300000,Barpeta,0,0,M,1L-10L
Bhupen Ray,AGP,0,Graduate,49,5271487,Barpeta,0,0,M,10L-1Cr
Durgeswar Deka,CPM,0,Post Graduate,54,33000,Barpeta,0,0,M,<1L
Kandarpa Lahkar,RVNP,0,Graduate,53,6692000,Barpeta,1218632,0,M,10L-1Cr
Md. Amir Ali,RJD,0,Post Graduate,42,2711656,Barpeta,23000,0,M,10L-1Cr
Md. Dilir Khan,MUL,0,Graduate,42,50200,Barpeta,0,0,M,<1L
Muij Uddin Mahmud,LJP,0,Graduate Professional,52,3228904,Barpeta,0,0,M,10L-1Cr
Badruddin Ajmal,AUDF,0,Literate,54,303520991,Dhubri,0,1,M,>1Cr
Alok Sen,SP,0,Graduate,37,1199442,Dhubri,0,0,M,10L-1Cr
Anwar Hussain,INC,0,Graduate Professional,62,1285167,Dhubri,679449,0,M,10L-1Cr
Arun Das,RWS,0,10th Pass,39,59900,Dhubri,0,0,M,<1L
Sri Paban Singh Ghatowar,INC,0,Graduate,61,9797014,Dibrugarh,0,1,M,10L-1Cr
Niharika Borpatra Gohain Gogoi,JMM,0,Graduate,30,353000,Dibrugarh,0,0,F,1L-10L
Sri Gongaram Kaul,CPI(ML)(L),0,Graduate,39,3405,Dibrugarh,19,0,M,<1L
Sri Ratul Gogoi,CPI,0,Graduate,31,20500,Dibrugarh,0,0,M,<1L
Sri Romen Ch. Borthakur,NCP,0,Graduate Professional,48,17715553,Dibrugarh,700000,0,M,>1Cr
Sri Sarbananda Sonowal,AGP,1,Graduate Professional,47,4846140,Dibrugarh,950000,0,M,10L-1Cr
Bijoya Chakravarty,BJP,0,Post Graduate,70,1870000,Gauhati,0,1,F,10L-1Cr
Akshay Rajkhowa,NCP,0,12th Pass,49,3084000,Gauhati,1556000,0,M,10L-1Cr
Ambu Bora,RCPI(R),0,Others,79,1082947,Gauhati,0,0,M,10L-1Cr
Capt. Robin Bordoloi,INC,0,Graduate,67,10085459,Gauhati,630549,0,M,>1Cr
Deepak Kalita,SP,0,Post Graduate,34,8262477,Gauhati,404727,0,M,10L-1Cr
Sonabor Ali,AUDF,0,Post Graduate,58,3028500,Gauhati,0,0,M,10L-1Cr
Bijoy Krishna Handique,INC,0,Post Graduate,77,15428123,Jorhat,0,1,M,>1Cr
Abinash Kishore Borah,RWS,0,10th Pass,30,160000,Jorhat,268817,0,M,1L-10L
Biren Nanda,JMM,0,12th Pass,48,305000,Jorhat,0,0,M,1L-10L
Drupad Borgohain,CPI,0,Graduate,68,183979,Jorhat,350000,0,M,1L-10L
Kamakhya Tasa,BJP,0,Post Graduate,34,1110978,Jorhat,0,0,M,10L-1Cr
Dip Gogoi,INC,0,Graduate,57,2539058,Kaliabor,0,1,M,10L-1Cr
Gunin Hazarika,AGP,0,Post Graduate,61,8483272,Kaliabor,134950,0,M,10L-1Cr
Siraj Uddin Ajmal,AUDF,0,12th Pass,52,405028398,Kaliabor,0,0,M,>1Cr
Lalit Mohan Suklabaidya,INC,0,Post Graduate,68,4644049,Karimganj,0,1,M,10L-1Cr
Rajesh Mallah,AUDF,0,Graduate Professional,43,1451151,Karimganj,0,0,M,10L-1Cr
Sudhangshu Das,BJP,0,Graduate,41,1752528,Karimganj,0,0,M,10L-1Cr
Sansuma Khunggur Bwiswmuthiary,BPF,0,Graduate,49,4954903,Kokrajhar,464860,1,M,10L-1Cr
Sabda Ram Rabha,AGP,0,Graduate Professional,39,252611,Kokrajhar,0,0,M,1L-10L
Ranee Narah,INC,1,Graduate,45,53976290,Lakhimpur,0,0,M,>1Cr
Bhogeswar Dutta,CPI,0,Post Graduate,63,167202,Lakhimpur,0,0,M,1L-10L
Debnath Majhi,CPI(ML)(L),0,8th Pass,30,3522,Lakhimpur,0,0,M,<1L
Dr. Arun Kr. Sarma,AGP,0,Doctorate,52,4219423,Lakhimpur,1450311,0,M,10L-1Cr
Gangadhar Dutta,SHS,0,Graduate,39,700000,Lakhimpur,0,0,M,1L-10L
Lalit Mili,RDMP,0,Graduate,53,110000,Lakhimpur,0,0,M,1L-10L
Minu Buragohain,SP,0,Null,50,680000,Lakhimpur,0,0,F,1L-10L
Pran Jyoti Borpatra Gohain,RWS,0,12th Pass,26,160000,Lakhimpur,0,0,M,1L-10L
Ratneswar Gogoi,AIFB,1,8th Pass,63,110000,Lakhimpur,0,0,M,1L-10L
Sonamoni Das,LJP,0,Post Graduate,39,88200,Lakhimpur,0,0,M,<1L
Ramen Deka,BJP,0,Graduate,55,7579967,Mangaldoi,0,1,M,10L-1Cr
Badiuj Zamal,AUDF,0,12th Pass,33,179219,Mangaldoi,0,0,M,1L-10L
Dina Nath Das,BPF,0,Post Graduate,65,870981,Mangaldoi,0,0,M,1L-10L
Lankeswar Acharjya,RDMP,0,12th Pass,45,3939175,Mangaldoi,0,0,M,10L-1Cr
Lucymai Basumatari,RSPS,0,Graduate Professional,58,654828,Mangaldoi,157774,0,F,1L-10L
Madhab Rajbangshi,INC,0,Graduate Professional,53,1315905,Mangaldoi,2000000,0,M,10L-1Cr
Parveen Sultana,All India Minorities Front,0,10th Pass,42,1735000,Mangaldoi,227400,0,F,10L-1Cr
Rabindra Nath Hazarika,JMM,0,Doctorate,72,415000,Mangaldoi,0,0,M,1L-10L
Ratul Kumar Choudhury,SP,0,Graduate,38,47000,Mangaldoi,0,0,M,<1L
Rajen Gohain,BJP,1,Graduate Professional,57,10210891,Nowgong,740165,0,M,>1Cr
Anil Raja,INC,0,Graduate,51,6256259,Nowgong,1572269,0,M,10L-1Cr
Bhupen Chandra Mudoi,RPI(A),0,10th Pass,55,1578325,Nowgong,314000,0,M,10L-1Cr
Bipin Saikia,RDMP,0,Graduate,55,1002000,Nowgong,0,0,M,10L-1Cr
Biren Das,RWS,1,8th Pass,48,1825000,Nowgong,223,0,M,10L-1Cr
Liaqat Hussain,LJP,0,Graduate,40,357027,Nowgong,0,0,M,1L-10L
Pheiroijam Ibomcha Singh,AIFB,0,Graduate Professional,60,5930529,Nowgong,0,0,M,10L-1Cr
Siraj Uddin Ajmal,AUDF,0,12th Pass,52,405028596,Nowgong,0,0,M,>1Cr
Kabindra Purkayastha,BJP,0,Post Graduate,76,2098543,Silchar,81279,1,M,10L-1Cr
Badruddin Ajmal,AUDF,0,Literate,54,303667099,Silchar,0,0,M,>1Cr
Dipak Bhattacharjee,CPM,0,8th Pass,69,170514,Silchar,0,0,M,1L-10L
Sontosh Mohan Dev,INC,0,Graduate,75,101108377,Silchar,0,0,M,>1Cr
Joseph Toppo,AGP,0,10th Pass,60,936292,Tezpur,535000,1,M,1L-10L
Arun Kumar Murmoo,BVM,0,Graduate,33,58085,Tezpur,0,0,M,<1L
Deba Orang,AUDF,0,Illiterate,54,412000,Tezpur,0,0,M,1L-10L
Jiten Sundi,CPM,0,Post Graduate,64,4323198,Tezpur,0,0,M,10L-1Cr
Jugananda Hazarika,SP,0,12th Pass,42,715000,Tezpur,0,0,M,1L-10L
Moni Kumar Subba,INC,0,8th Pass,51,578758296,Tezpur,7476321,0,M,>1Cr
Parashmoni Sinha,JMM,1,Graduate,33,730000,Tezpur,0,0,M,1L-10L
Reginold V. Johnson,RSPS,0,10th Pass,45,0,Tezpur,0,0,M,
Rubul Sarma,CPI(ML)(L),0,Graduate,52,651640,Tezpur,0,0,M,1L-10L
Pradeep Kumar Singh,BJP,3,10th Pass,43,257014,Araria,764726,0,M,1L-10L
Ayajudin,RKJP,0,Null,39,0,Araria,0,0,M,
Dr. Shakeel Ahmad Khan,INC,0,Null,44,0,Araria,0,0,M,
Kamali Devi,CPI(ML)(L),0,Null,65,927,Araria,0,0,F,<1L
Raja Raman Bhaskar,BSP,0,Null,30,0,Araria,0,0,M,
Meena Singh,JD(U),0,Graduate,44,42436500,Arrah,0,1,F,>1Cr
Ajit Prasad Mehta,JKM,0,12th Pass,43,1206500,Arrah,0,0,M,10L-1Cr
Arunsingh,CPI(ML)(L),2,10th Pass,48,97720,Arrah,367723,0,M,<1L
Bharat Bhushan Pandey,Akhil Bharatiya Jan Sangh,0,Doctorate,35,660000,Arrah,0,0,M,1L-10L
Ramadharsingh,SHS,0,8th Pass,48,795000,Arrah,0,0,M,1L-10L
Reeta Singh,BSP,1,Post Graduate,40,26900000,Arrah,702000,0,M,>1Cr
Santoshkumar,RDMP,0,8th Pass,32,167500,Arrah,0,0,M,1L-10L
Satya Narayan Yadav,RSWD,0,10th Pass,67,310000,Arrah,0,0,M,1L-10L
Shambhu Prasad Sharma,AIFB,0,Graduate,57,139300,Arrah,0,0,M,1L-10L
Shayad Ganaiudin Haider,ANC,0,10th Pass,42,225000,Arrah,0,0,M,1L-10L
Sushil Kumar Singh,JD(U),4,Post Graduate,43,20887871,Aurangabad,741199,0,M,>1Cr
Amerika Mahto,Shoshit Samaj Dal,0,8th Pass,48,515000,Aurangabad,0,0,M,1L-10L
Anil Kumar Singh,RSWD,0,Graduate,36,14375000,Aurangabad,245000,0,M,>1Cr
Archana Chandra,BSP,0,Null,32,3484585,Aurangabad,0,0,F,10L-1Cr
Nikhil Kumar,INC,0,Post Graduate,67,49538249,Aurangabad,1774038,0,M,>1Cr
Ram Kumar Mehta,LTSD,0,Doctorate,37,1813200,Aurangabad,833003,0,M,10L-1Cr
Shakil Ahmad Khan,RJD,0,Graduate,61,7590893,Aurangabad,240000,0,M,10L-1Cr
Vijaypaswan,BSKP,0,12th Pass,48,58000,Aurangabad,0,0,M,<1L
Amreshwar Kumar,JGP,0,Graduate,29,247490,Banka,0,0,M,1L-10L
Anil Kumar Alias Anil Gupta,JVM(P),0,8th Pass,40,1902000,Banka,200000,0,M,10L-1Cr
Arvind Kumar Sah,RPP,0,Doctorate,42,840347,Banka,479000,0,M,1L-10L
C.P. Sinha,LTSD,0,Graduate,61,9741000,Banka,0,0,M,10L-1Cr
Damodar Rawat,JD(U),0,Post Graduate,47,1999171,Banka,0,0,M,10L-1Cr
Gridhari Yadav,INC,0,Post Graduate,44,6837392,Banka,358535,0,M,10L-1Cr
Jai Prakesh Narain Yadav,RJD,1,Post Graduate,55,10602450,Banka,992900,0,M,>1Cr
Kedar Prasad Singh,Samajwadi Janata Party (Rashtriya),0,Post Graduate,61,3564618,Banka,126858,0,M,10L-1Cr
Mahboob Alam Ansari,BMF,0,Graduate,50,32000,Banka,0,0,M,<1L
Mukesh Kumar Singh,BSP,1,Graduate,45,14630000,Banka,557000,0,M,>1Cr
Rajendra Pandit Netajee,JMM,1,10th Pass,57,797000,Banka,150000,0,M,1L-10L
Sanjay Kumar,CPI,0,Post Graduate,45,12988272,Banka,918450,0,M,>1Cr
Viveka Nand Jha,RDMP,0,Graduate,44,60000,Banka,0,0,M,<1L
Dr. Monazir Hassan,JD(U),0,Doctorate,51,3583898,Begusarai,1682852,1,M,10L-1Cr
Amita Bhushan,INC,0,Post Graduate,38,2470296,Begusarai,0,0,F,10L-1Cr
Anil Chaudhary,LJP,0,12th Pass,54,866519,Begusarai,600000,0,M,1L-10L
Chandrashekhar Mahto,BSP,1,Graduate Professional,62,1455324,Begusarai,414851,0,M,10L-1Cr
Kishori Prashad Mahto,LTSD,0,12th Pass,56,3719502,Begusarai,0,0,M,10L-1Cr
Ram Sah,RPP,0,5th Pass,61,1265000,Begusarai,0,0,M,10L-1Cr
Shatrughan Prasad Singh,CPI,0,Graduate,68,801634,Begusarai,0,0,M,1L-10L
Syed Shahnawaz Hussain,BJP,0,10th Pass,40,7472000,Bhagalpur,101000,1,M,10L-1Cr
Ajit Sharma,BSP,2,Graduate,55,61416337,Bhagalpur,5001262,0,M,>1Cr
Daya Ram Mandal,BHJAP,0,Graduate,33,810000,Bhagalpur,0,0,M,1L-10L
Deepak Ram,BSP(K),0,Graduate,40,0,Bhagalpur,0,0,M,
Md. Izrail,LTSD,1,8th Pass,49,2466500,Bhagalpur,10245,0,M,10L-1Cr
Naresh Mandal,RPP,4,Literate,48,150000,Bhagalpur,0,0,M,1L-10L
Ram Vilash Paswan,RWS,0,8th Pass,45,2250000,Bhagalpur,0,0,M,10L-1Cr
Raman Sah,BJJD,1,Graduate Professional,44,1044133,Bhagalpur,0,0,M,10L-1Cr
Sadanand Singh,INC,1,Graduate,64,11368807,Bhagalpur,0,0,M,>1Cr
Shakuni Choudhary,RJD,5,10th Pass,64,10315696,Bhagalpur,0,0,M,>1Cr
Srinarayan Gauswami,IJP,0,8th Pass,59,6225000,Bhagalpur,0,0,M,10L-1Cr
Subodh Roy,CPM,0,Graduate,65,980736,Bhagalpur,0,0,M,1L-10L
Jagda Nand Singh,RJD,1,Graduate Professional,65,6565488,Buxar,12263,0,M,10L-1Cr
Kamla Kant Tiwari,INC,0,Post Graduate,67,5248600,Buxar,1600,0,M,10L-1Cr
Lalmuni Choubey,BJP,0,12th Pass,71,9603000,Buxar,0,0,M,10L-1Cr
Mohan Sah,BJJD,0,12th Pass,33,2220000,Buxar,2992238,0,M,10L-1Cr
Mokarram Hussain,SBSP,0,5th Pass,57,793000,Buxar,0,0,M,1L-10L
Rajendra Singh Maurya,LTSD,0,12th Pass,32,141520,Buxar,70000,0,M,1L-10L
Satyendra Ojha,AD,0,Doctorate,27,345000,Buxar,0,0,M,1L-10L
Shyam Bihari Bind,JPS,0,10th Pass,46,1336000,Buxar,50000,0,M,10L-1Cr
Shyam Lal Singh Kushwaha,BSP,0,Null,54,31192965,Buxar,0,0,M,>1Cr
Sudama Prasad,CPI(ML)(L),1,Graduate,41,84757,Buxar,0,0,M,<1L
Suresh Wadekar,RPI,0,Null,38,500,Buxar,0,0,M,<1L
Vijendra Nath Upadhyay,SHS,0,Doctorate,37,55000,Buxar,0,0,M,<1L
Kirti Azad,BJP,3,Graduate,48,9789047,Darbhanga,0,0,M,10L-1Cr
Ajay Kumar Jalan,INC,1,Graduate,49,3727735,Darbhanga,90000,0,M,10L-1Cr
Durganand Mahavir Nayak,BJJD,1,Graduate Professional,37,2115000,Darbhanga,207807,0,M,10L-1Cr
Kumari Sureshwari,RMEP,0,Post Graduate,60,458200,Darbhanga,0,0,F,1L-10L
Md. Ali Ashraf Fatmi,RJD,0,Post Graduate,53,4852469,Darbhanga,683521,0,M,10L-1Cr
Md. Khurshid Alam,AD,0,Graduate Professional,46,593000,Darbhanga,0,0,M,1L-10L
Md. Nizamuddin,IJP,0,8th Pass,36,1884900,Darbhanga,20000,0,M,10L-1Cr
Satyanarayan Mukhia,CPI(ML)(L),1,10th Pass,41,284463,Darbhanga,5000,0,M,1L-10L
Yugeshwar Sahni,BSP,4,8th Pass,55,6384537,Darbhanga,24247,0,M,10L-1Cr
Hari Manjhi,BJP,0,8th Pass,47,1471374,Gaya,389075,1,M,10L-1Cr
Dilip Paswan,NBNP,0,5th Pass,41,155600,Gaya,0,0,M,1L-10L
Kalawati Devi,BSP,0,Null,27,1240000,Gaya,0,0,F,10L-1Cr
Niranjan Kumar,CPI(ML)(L),0,Graduate,42,530000,Gaya,0,0,M,1L-10L
Rajesh Kumar,LTSD,0,Post Graduate,27,2885000,Gaya,0,0,M,10L-1Cr
Ramdev Arya Paan,Akhil Bharatiya Jan Sangh,0,Others,49,0,Gaya,0,0,M,
Ramji Manjhi,RJD,0,Graduate,49,2753812,Gaya,0,0,M,10L-1Cr
Sanjiv Prasad Toni,INC,1,10th Pass,52,11372616,Gaya,17175,0,M,>1Cr
Purnamasi Ram,JD(U),1,10th Pass,52,3421562,Gopalganj,533024,0,M,10L-1Cr
Anil Kumar,RJD,0,Graduate,41,5238958,Gopalganj,120000,0,M,10L-1Cr
Janak Ram,BSP,1,Post Graduate,37,1043934,Gopalganj,0,0,M,10L-1Cr
Madhu Bharti,LTSD,0,10th Pass,39,560000,Gopalganj,0,0,F,1L-10L
Ram Kumar Manjhi,SBSP,0,Graduate,30,125000,Gopalganj,0,0,M,1L-10L
Ramashankar Ram,RJJM,0,Graduate,43,635000,Gopalganj,0,0,M,1L-10L
Rami Ram,INC,1,10th Pass,66,443000,Gopalganj,0,0,M,1L-10L
Satyadeo Ram,CPI(ML)(L),6,10th Pass,39,258600,Gopalganj,13000,0,M,1L-10L
Ram Sundar Das,JD(U),0,10th Pass,88,2796489,Hajipur,1116705,1,M,10L-1Cr
Dasai Chowdhary,INC,1,Graduate,52,4393811,Hajipur,758413,0,M,10L-1Cr
Dinesh Chandra Bhushan,LTSD,0,12th Pass,36,375240,Hajipur,187981,0,M,1L-10L
Maheshwar Das,BSP,0,Graduate Professional,54,2066000,Hajipur,0,0,M,10L-1Cr
Ram Vilas Paswan,LJP,0,Post Graduate,61,11838791,Hajipur,50316,0,M,>1Cr
Ayasa Khatun,LTSD,0,Graduate,28,4900000,Jahanabad,0,0,F,10L-1Cr
Mahanand Prasad,CPI(ML)(L),5,Others,41,203000,Jahanabad,25000,0,M,1L-10L
Md. Sahabuddinjahan,BSKP,0,10th Pass,36,79250,Jahanabad,0,0,M,<1L
Pro. Jairam Prasad Singh,Shoshit Samaj Dal,0,Post Graduate,70,280000,Jahanabad,0,0,M,1L-10L
Ramadhar Sharma,BSP,4,Graduate Professional,54,19273751,Jahanabad,892439,0,M,>1Cr
Ramasray Prasad Singh,RLD,3,8th Pass,83,1159000,Jahanabad,150000,0,M,10L-1Cr
Sadhu Sinha,AIFB,0,Graduate,68,2274600,Jahanabad,0,0,M,10L-1Cr
Sayed Akbar Imam,Akhil Bharatiya Ashok Sena,0,12th Pass,49,760000,Jahanabad,100000,0,M,1L-10L
Srawan Kumar,LM,0,Null,32,25000,Jahanabad,0,0,M,<1L
Tara Gupta,RPP,1,12th Pass,62,8965000,Jahanabad,0,0,M,10L-1Cr
Bhudeo Choudhary,JD(U),0,Graduate Professional,46,4079000,Jamui,289192,1,M,10L-1Cr
Arjun Manjhi,JGP,0,8th Pass,45,310000,Jamui,0,0,M,1L-10L
Ashok Choudhary,INC,1,Doctorate,42,3455071,Jamui,16950,0,M,10L-1Cr
Bhagwan Das,BSP,0,12th Pass,61,3815529,Jamui,250000,0,M,10L-1Cr
Gajadhar Rajak,CPI,0,Literate,63,698173,Jamui,0,0,M,1L-10L
Gulab Chandra Paswan,RKJP,0,Graduate,58,100000,Jamui,0,0,M,<1L
Nundeo Manjhi,JVM(P),0,Graduate,54,670000,Jamui,0,0,M,1L-10L
Om Prakash Paswan,LTSD,3,8th Pass,62,3950000,Jamui,0,0,M,10L-1Cr
